,ID,Description,GeneRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0061326,GO:0061326,renal tubule development,44/812,7.50E-11,4.73E-09,3.26E-09,SOX8/TFAP2B/WWTR1/ACAT1/PAX2/SALL1/CALB1/GLI3/GATA3/FGF8/FGF1/WNT6/TCF21/BMP4/SOX9/PAX8/WNK4/HOXD11/OSR1/ADAMTS16/NOTCH1/KIF26B/HEYL/SHH/GDNF/NPNT/IRX1/IRX2/BCL2/IRX3/CTNNBIP1/WT1/PBX1/PTCH1/COL4A1/FAT4/DLL1/POU3F3/LHX1/HOXA11/SIX4/LIF/GREB1L/WNT7B,44
GO:0031960,GO:0031960,response to corticosteroid,63/812,8.27E-11,5.11E-09,3.52E-09,CFLAR/ISL1/ABCC2/PTPRU/GSTP1/DNMT3B/ALDH3A1/COL1A1/IGFBP2/SDC1/CPN1/DUSP1/GHSR/FLT3/GPR83/CDKN1A/FOSB/MYOD1/CDO1/EPO/SSTR4/IL1RN/NTRK3/ADCYAP1/PARP1/CNGA3/SLIT2/EGFR/STAR/CRH/NOTCH1/HNMT/FOXO1/BMP6/ALPL/UCN/GJB2/AVPR1A/ABCA3/FAM107A/PTAFR/FOS/TRH/BCL2/NPAS4/FIBIN/SSTR2/SLIT3/SMYD3/EIF4EBP1/SRC/BGLAP/NEFL/PTGS2/AREG/PCK1/PDX1/CYBB/FOSL1/WNT7B/AIF1/TNF/UGT1A1,63
GO:0150063,GO:0150063,visual system development,114/812,8.60E-11,5.26E-09,3.63E-09,WNT16/SOX8/PAX6/TFAP2B/MYOM2/LAMC3/PRDM1/FGF10/PAX2/FAT1/KDM2B/VSX1/LAMA1/FGF9/CALB1/PPP1R13L/SLC17A7/GLI3/LHX2/GATA3/PITX3/TCIRG1/TULP1/NR2E1/GRM6/GNAT1/EFEMP1/WNT6/CRYGD/OLFM3/TBX2/TWIST1/NEUROD4/BMP4/SOX9/BFSP1/BCL11B/ALDH1A2/COL5A1/RAB11FIP4/ATP8A2/RAX/MTNR1B/PDGFRA/SKIL/TFAP2A/FOXF2/MYO7A/STRA6/CYP1B1/SIX3/FBN2/KERA/NTRK3/ADAMTS18/EPHA2/DLX1/MYH15/SDK1/EGFR/VAX1/CACNA1C/POU4F2/BMP6/THY1/EPHB1/MEGF11/SKI/GRHL3/CPAMD8/LRP5/NEUROD1/PITX2/HCN1/SHH/OSR2/RET/FBN1/SMAD3/PTF1A/ZEB2/ITGAM/DSCAM/BCL2/PTPRM/SH3PXD2B/FOXC2/IRX5/SOX11/FJX1/TSKU/SOX1/FOXL2/SIX6/WT1/RXRA/FSCN2/MITF/COL4A1/NF1/DLL1/SMOC1/TRAF3IP1/BMPR2/LHX1/USH1C/GRHL2/SLC7A11/AQP5/IHH/P2RY12/C1QA/SLITRK6/WNT7B,114
GO:0035137,GO:0035137,hindlimb morphogenesis,24/812,8.71E-11,5.28E-09,3.64E-09,TFAP2B/ALX4/PITX1/TP63/FGF4/GNAS/FGF8/ZBTB16/TWIST1/BMP4/HOXD9/HOXD10/TBX3/OSR1/AFF3/RSPO2/NOTCH1/ALX3/MSX1/SHH/OSR2/PTCH1/SALL3/MSX2,24
GO:0051961,GO:0051961,negative regulation of nervous system development,102/812,8.94E-11,5.37E-09,3.70E-09,CD38/SOX8/PAX6/ISL1/FSTL4/NGEF/MAP4K4/CRMP1/SEMA3C/MAP2/TP73/MTMR2/MT3/DLL3/STX1B/STMN2/PTPRS/HOXA2/GLI3/LHX2/PITX3/SUFU/PHOX2B/RFX4/NR2E1/DPYSL3/DGUOK/TLX2/EPHA4/TNR/ARHGEF2/LRP1/EFNB2/SOX9/IL1B/NKX2-2/LDLR/RAP1GAP2/EDNRB/SORL1/SIX3/LBX1/ASCL1/HMG20A/NTRK3/ADCYAP1/DLX1/CNTN4/PTPRG/SLIT2/NOTCH1/VAX1/TBX6/POU4F2/SPOCK1/FEZF2/THY1/WNT3A/NRG1/SKI/ISL2/LMX1A/NKX6-1/RYK/TERT/TLX3/SHH/NEUROD2/ID4/DAB1/SOX11/IRX3/GAK/IDH2/RGMA/ASCL2/CEND1/SEMA4B/CIB1/PBX1/NRG3/SLIT1/DCC/SEMA4D/SEMA4A/NF1/DNM3/ZNF536/DLL1/INPP5F/TRAF3IP1/OLIG2/SEMA4G/MAG/BCL11A/ID1/KLK8/APOE/SOX3/PTPRO/EFNA1/TNF,102
GO:0006813,GO:0006813,potassium ion transport,83/812,1.14E-10,6.70E-09,4.62E-09,KCNG1/KCNQ1/KCNH2/SLC9A3/KCNAB2/GAL/TRPM5/ACTN2/KCNK2/OPRK1/NOS1/FXYD3/SLC9A1/HCN2/KCNK10/KCNA7/ATP4A/GCK/KCNT1/KCNA1/SLC12A7/KCNQ4/RGS4/KCNJ8/KCNS1/SLC12A5/WNK4/TMEM175/KCNC1/ATP1B2/KCNA6/KCNA5/DPP6/KCNC3/SNAP25/MTNR1B/SLC24A4/ADCYAP1/ANK2/SLC12A9/DRD2/FXYD4/ANK3/KCNJ1/KCNMA1/KCNS2/KCNJ6/KCNB1/ATP1A1/HCN1/KCNV1/WNK2/KCNC2/NETO1/KCNK9/KCNS3/KCNK3/KCNK7/DPP10/KCNA3/SLC9A4/KCNE1/KCNA4/GALR2/LRRC55/KCNQ3/KCNJ12/KCNK12/KCNH7/KCNQ5/KCNIP4/ATP4B/WWP2/STK39/MIR1-1/KCNN4/PKD2L1/SLC9A2/ATP1A4/KCNK1/ATP1B1/P2RY12/KEL,83
GO:0072080,GO:0072080,nephron tubule development,43/812,1.32E-10,7.68E-09,5.29E-09,SOX8/TFAP2B/WWTR1/ACAT1/PAX2/SALL1/CALB1/GLI3/GATA3/FGF8/FGF1/WNT6/TCF21/BMP4/SOX9/PAX8/WNK4/HOXD11/OSR1/ADAMTS16/NOTCH1/KIF26B/HEYL/SHH/GDNF/NPNT/IRX1/IRX2/BCL2/IRX3/CTNNBIP1/WT1/PBX1/PTCH1/FAT4/DLL1/POU3F3/LHX1/HOXA11/SIX4/LIF/GREB1L/WNT7B,43
GO:0035282,GO:0035282,segmentation,45/812,1.51E-10,8.76E-09,6.03E-09,SEMA3C/PLXNA2/DLL3/FOXF1/SFRP1/HOXA2/LFNG/COBL/MEOX2/MYF6/TBX18/CDX1/NRP2/EGR2/BMP4/PAX1/TCF15/ALDH1A2/TBX3/PCDH8/PCSK6/OSR1/SFRP2/CRB2/NOTCH1/TBX6/WNT3A/SMAD3/AXIN2/ZEB2/IRX1/IRX2/FOXB1/DMRT2/HOXD8/FOXC2/BASP1/IRX3/NEUROG1/WT1/DLL1/RIPPLY2/MAFB/LHX1/TIFAB,45
GO:0030324,GO:0030324,lung development,65/812,1.76E-10,1.01E-08,6.94E-09,FLT4/FGFR2/FGF10/SREBF1/GLI2/CELSR1/FGFR1/PGR/ADAMTS2/TBX5/LAMA1/FGF9/MAPK3/SMPD3/CRISPLD2/FOXF1/HOXA5/AGR2/GLI3/LHX3/FGF8/FGF1/TCF21/TBX4/BMP4/SOX9/ALDH1A2/PDGFRA/SPRY2/TNS3/NKX2-8/NKX2-1/STRA6/ASCL1/CCDC40/EGFR/CRH/RSPO2/NOTCH1/SIM2/PDPN/PKDCC/SPRY1/SHH/LTBP3/ZFPM2/SOX11/CCBE1/EIF4EBP1/STK40/ADAMTSL2/BMPR2/ITGA3/GRHL2/ESRP2/SPDEF/ID1/LIF/FOXA1/FOXJ1/CHI3L1/ABCA12/SLC7A11/WNT7B/TNF,65
GO:0046883,GO:0046883,regulation of hormone secretion,88/812,1.79E-10,1.02E-08,7.01E-09,CD38/TAC1/NOS2/CACNA2D2/BAIAP3/NADK/TFAP2B/SYT7/ISL1/GAL/MAP4K4/SREBF1/FGFR1/AACS/OPRK1/GNAS/RAB11FIP3/ITPR3/CHGA/HNF4A/SFRP1/GCK/TCIRG1/POMC/PASK/SLC2A1/CNR1/GHSR/ITPR2/LRP1/IL1B/PAX8/KCNA5/TRPM4/ANO1/SNAP25/GRP/MTNR1B/RAC1/ADCYAP1/CACNA1A/EPHA5/CRHBP/EGFR/CRH/TCF7L2/DRD2/CACNA1C/BMP6/PRKCA/SLC16A1/ADCY8/TIAM1/KCNB1/LRP5/NEUROD1/NKX6-1/UCN/CARTPT/KCNC2/RAB8B/GALR1/MIDN/IRS1/KCNS3/TRH/PRKCE/ADCY5/BRSK2/LEP/SOX11/HTR1A/RPH3AL/FOXL2/EFNA5/PLA2G6/NMB/CACNA1E/ARL2/RASL10B/STX1A/NMU/FOXA2/LIF/PDX1/KISS1/FAM3D/TNF,88
GO:0046578,GO:0046578,regulation of Ras protein signal transduction,82/812,1.82E-10,1.02E-08,7.04E-09,TRIO/PREX2/RASGRF1/PSD/NGEF/FGF10/MAP4K4/ARHGEF10L/ARHGEF1/ARHGEF7/ARHGEF10/ARHGEF18/RASIP1/MET/RAPGEF1/ARHGEF17/KCTD10/RASAL1/RASGRF2/ARHGEF2/TRIM67/MAPKAP1/ADRA1A/STAMBP/MCF2L/EPO/ARHGEF16/VAV3/NGF/ARHGEF4/SPRY2/RAC1/MMD2/PLCE1/ARHGEF19/ABL2/IQSEC1/RASA1/TIAM2/NOTCH1/ITGB1/EPS8/FARP1/OBSCN/FGD5/FLCN/PSD3/TIAM1/NRG1/DGKI/AUTS2/ABR/VAV2/SQSTM1/SPRY1/FBP1/ROBO1/PLEKHG5/HRAS/GRB2/SPATA13/RASA3/PLEKHG7/SPRY4/NF1/ITSN2/NTRK1/LYN/ITGA3/PLEKHG6/CYTH4/RASAL3/ARFGEF3/GPR18/APOE/EPS8L1/GPR65/FGD2/F2RL1/RASGRP1/GPR35/EPS8L3,82
GO:0002064,GO:0002064,epithelial cell development,74/812,2.05E-10,1.13E-08,7.79E-09,SOX8/PAX6/COL23A1/PRDM1/TNFRSF1A/TP63/FGFR1/PGR/FAT1/ESR1/HNF4A/KLF5/PTPRS/MET/HOXA5/RAPGEF1/NKX3-2/EXPH5/PDE4D/HRH2/SDC1/TJP2/CDKN1A/BMP4/SOX9/IL1B/NKX2-2/BFSP1/BCL11B/PODXL/PALLD/DMRT1/MYO7A/SIX3/SHROOM3/FRMD6/EPHA2/ADAMTSL4/NOTCH1/ST14/BMP6/HYDIN/MYO1E/F11R/HOXB13/NKX6-1/ONECUT1/INSM1/SFN/FOXC2/MYADM/SLC9A4/COL18A1/CLDN5/MAGI2/NTRK1/DLL1/SOX18/NOTCH4/S1PR3/GRHL2/VSIG1/ONECUT2/SPDEF/ID1/FOXA1/FOXJ1/RAB25/MARVELD2/IHH/F2RL1/SLITRK6/WNT7B/TNF,74
GO:0030073,GO:0030073,insulin secretion,74/812,2.05E-10,1.13E-08,7.79E-09,CD38/NOS2/CACNA2D2/BAIAP3/NADK/TFAP2B/SYT7/ISL1/PTPRN/GAL/MAP4K4/SREBF1/AACS/ITPR3/CHGA/HNF4A/SFRP1/GCK/TCIRG1/SLC2A1/CNR1/GHSR/ITPR2/LRP1/IL1B/VGF/KCNA5/TRPM4/ANO1/SNAP25/MTNR1B/RAC1/IL1RN/ADCYAP1/CACNA1A/ILDR2/EPHA5/CRH/TCF7L2/DRD2/CACNA1C/PRKCA/PTPRN2/SLC16A1/ADCY8/TIAM1/KCNB1/LRP5/NEUROD1/NKX6-1/CARTPT/KCNC2/MIDN/CPLX1/IRS1/KCNS3/TRH/PRKCE/ADCY5/BRSK2/LEP/RIMS2/RPH3AL/MAFA/EFNA5/PLA2G6/CACNA1E/ARL2/STX1A/FOXA2/HNF1A/PDX1/FAM3D/TNF,74
GO:0021517,GO:0021517,ventral spinal cord development,28/812,2.43E-10,1.33E-08,9.16E-09,PAX6/ISL1/DMRT3/GLI2/EVX1/GLI3/LHX3/SUFU/DBX1/LHX4/NKX2-2/HOXD10/LBX1/ASCL1/MDGA2/LMO4/ISL2/NKX6-1/TBX20/SHH/PHOX2A/DAB1/OLIG3/HOXC10/SOX1/PTCH1/OLIG2/LHX1,28
GO:0090276,GO:0090276,regulation of peptide hormone secretion,74/812,2.64E-10,1.43E-08,9.87E-09,CD38/NOS2/CACNA2D2/BAIAP3/NADK/TFAP2B/SYT7/ISL1/MAP4K4/SREBF1/AACS/ITPR3/CHGA/HNF4A/SFRP1/GCK/TCIRG1/PASK/SLC2A1/CNR1/GHSR/ITPR2/LRP1/IL1B/PAX8/KCNA5/TRPM4/ANO1/SNAP25/GRP/MTNR1B/RAC1/ADCYAP1/CACNA1A/EPHA5/CRHBP/EGFR/CRH/TCF7L2/DRD2/CACNA1C/PRKCA/SLC16A1/ADCY8/TIAM1/KCNB1/LRP5/NEUROD1/NKX6-1/UCN/CARTPT/KCNC2/RAB8B/MIDN/IRS1/KCNS3/TRH/PRKCE/ADCY5/BRSK2/LEP/RPH3AL/EFNA5/PLA2G6/CACNA1E/ARL2/RASL10B/STX1A/NMU/FOXA2/PDX1/KISS1/FAM3D/TNF,74
GO:0010769,GO:0010769,regulation of cell morphogenesis involved in differentiation,97/812,2.84E-10,1.53E-08,1.05E-08,HECW1/SARM1/PLXND1/FSTL4/NGEF/SEMA3C/PLXNA2/MAP2/CHRNA3/MT3/DNM1L/NRCAM/DPYSL2/ARHGEF7/PTPRS/CORO1C/CAPRIN2/CUX2/UST/NR2E1/PLXNA1/TLX2/EPHA4/TNR/NEUROG3/LRP1/MACF1/MAP1B/ZSWIM4/NGF/PLXNC1/RAC1/TBR1/SKIL/ITPKA/ADAM10/NTRK3/BARHL2/SLIT2/DOCK5/PAK1/POU4F2/FEZF2/THY1/TNIK/WNT3A/CHODL/TIAM1/PDPN/NKX6-1/RYK/RET/ISLR2/SHOX2/SDC2/ZEB2/ROBO1/CDH2/DSCAM/KNDC1/DAB1/BRSK2/FBXW8/BAIAP2/BDNF/GRIN1/SLITRK1/CDH4/MYADM/EFNA5/SEMA4B/CIB1/MAPT/DCC/SEMA4D/SEMA4A/SIPA1L1/S100A10/KIF13B/DNM3/ARC/BMPR2/PLXNA4/CUX1/CYFIP1/SRCIN1/NEFL/XK/SEMA4G/MAG/ID1/APOE/CRABP2/PTPRO/EFNA1/EPHB3/KEL,97
GO:0050900,GO:0050900,leukocyte migration,143/812,2.88E-10,1.54E-08,1.06E-08,ITGAL/CCL26/CD9/SLC7A9/CD44/F7/GPC1/STK10/TBX21/ADD2/ITGA6/ANGPT2/MADCAM1/SLC16A8/LGMN/CHGA/ANGPT4/HCK/FLT1/CORO1A/MAPK3/SMPD3/SLC7A5/TNFRSF10A/PIK3R2/RARRES2/DOCK8/GATA3/COL1A1/SELPLG/IL23A/CCR6/THBS4/PDE4D/ITGA4/SDC1/CD58/NKX2-3/DUSP1/HOXA7/IL1B/CCR7/ATP1B2/TRPM4/SLC7A10/VAV3/DYSF/LRCH1/EDNRB/RAC1/IL1RN/GYPC/ADAM10/CH25H/ITGB7/SLC16A3/TNFRSF11A/ITGA9/SLIT2/DOK2/ITGB1/VEGFC/EPS8/ADAM8/THY1/ANGPT1/MIA3/JAM2/SLC16A1/F11R/ABR/ITGB2/CXCR5/VCAM1/CXCR1/RET/GREM1/PTAFR/SDC2/ITGAM/PIK3CD/C3AR1/AZU1/BSG/CD34/LEP/GRB2/CAMK1D/PDE4B/HRH1/SRC/ELANE/STK39/LYN/ITGB3/ITGA3/CD84/CEACAM1/CEACAM6/HMOX1/CEACAM5/MAG/CCL2/PF4V1/ZAP70/CD48/CSF3R/EPCAM/CCR2/CD244/NCKAP1L/CXCL6/GPR18/ADGRE2/FOXJ1/MYO1G/ITGAX/GRB7/NLRP12/ATP1B1/PLA2G7/SLC7A11/PTPRO/MCOLN2/CCR5/CCR1/F2RL1/CD300A/CX3CR1/P2RY12/SCG2/S100A14/MMP1/SPN/AIF1/TNF/MMP28/CCL4/CCL15/CCL4L1/CCL3L1/CCL3L3/CCL14,143
GO:0060348,GO:0060348,bone development,76/812,3.52E-10,1.86E-08,1.28E-08,CYP26B1/FOXN3/CLDN18/FGFR2/FGF4/GNAS/TRIP11/SMPD3/XYLT1/IMPAD1/COMP/DLX5/GLI3/FGF8/COL1A1/CDX1/FOXP1/MEF2D/TWIST1/MATN4/RUNX2/BMP4/SOX9/PAX1/TTC9/TFAP2A/COL2A1/COL6A2/SFRP2/PDGFC/CSGALNACT1/FLI1/BMP6/LRRK1/MMP16/SKI/LRP5/TAL1/DHRS3/ALPL/MSX1/NPPC/PITX2/OSR2/FREM1/VWA2/FBN1/GREM1/ANKRD11/LTBP3/AXIN2/SHOX2/PHOSPHO1/LEP/SH3PXD2B/FAM20C/ZFPM1/NEUROG1/ANXA2/HOXB4/SEMA4D/COL14A1/FAT4/RYR1/SRC/RIPPLY2/BMPR2/SP5/BGLAP/HOXA11/PTPRC/LILRB1/MSX2/IHH/RFLNA/TIFAB,76
GO:0010721,GO:0010721,negative regulation of cell development,107/812,3.55E-10,1.86E-08,1.28E-08,CD38/SOX8/PAX6/ISL1/FSTL4/NGEF/CLDN18/GAL/MAP4K4/CRMP1/SEMA3C/MAP2/TP73/MT3/DLL3/STX1B/STMN2/PTPRS/HOXA2/GLI3/LHX2/PITX3/PHOX2B/CORO1C/NR2E1/DPYSL3/DGUOK/TLX2/EPHA4/TNR/ARHGEF2/RGS4/LRP1/EFNB2/SOX9/IL1B/NKX2-2/LDLR/RAP1GAP2/EDNRB/SORL1/SIX3/LBX1/ASCL1/HMG20A/NTRK3/ADCYAP1/DLX1/CNTN4/PTPRG/SLIT2/NOTCH1/VAX1/PAK1/TBX6/POU4F2/SPOCK1/FEZF2/THY1/WNT3A/NRG1/SKI/ISL2/LMX1A/NPPC/NKX6-1/RYK/TERT/TLX3/SHH/FBN1/BCL2/ID4/DAB1/SOX11/IRX3/GAK/IDH2/RGMA/ASCL2/EFNA5/SEMA4B/CIB1/PBX1/NRG3/DCC/SEMA4D/SEMA4A/NF1/DNM3/ZNF536/DLL1/INPP5F/OLIG2/S1PR3/SEMA4G/LILRB1/MAG/BCL11A/ID1/KLK8/APOE/SOX3/PTPRO/EFNA1/RFLNA/TNF,107
GO:0043087,GO:0043087,regulation of GTPase activity,138/812,4.00E-10,2.08E-08,1.44E-08,PLXND1/CCL26/EPHA3/PREX2/TBC1D22A/RASGRF1/TNK2/TBC1D1/NGEF/MAP4K4/ARHGEF10L/RASAL2/RGS11/PLXNA2/ARHGEF1/GNAO1/DNM1L/ASAP3/ITGA6/RGS17/RIN3/SEC23B/ARHGEF7/TSC2/SFRP1/ARHGEF10/RASIP1/ADAP1/DOCK8/RAPGEF1/CORO1C/RASAL1/FZD10/BVES/PLXNA1/APC2/ELMOD3/EPHA4/RGS4/ARAP3/ARHGAP9/CCR7/DOCK4/SH3BP4/ARHGEF16/TBC1D5/LLGL1/RAP1GAP2/TBC1D14/RIN2/STARD13/SBF2/VAV3/DOCK2/DOCK10/PLXNC1/LRCH1/SPRY2/GIT2/NTRK3/ADCYAP1/TBCD/EVI5L/EPHA2/ARHGEF19/IQSEC1/SLIT2/EPHA5/TBCK/IQGAP2/RASA1/TIAM2/DOCK5/RGS20/USP6NL/RGS10/ITGB1/ASAP2/THY1/FGD5/FLCN/PROM2/PTPRN2/GNAQ/TIAM1/DGKI/AGAP1/GRHL3/F11R/ARHGAP27/ABR/VAV2/GPSM1/SPRY1/TBC1D16/RGS14/HRAS/RGS6/EFNA5/NTF3/RASA3/SEMA4D/AGRN/RALGAPA2/NF1/SIPA1L1/S100A10/NTRK1/TBC1D8/ARHGAP19/SIPA1/ARL2/PLXNA4/ARHGDIG/ARHGAP23/PLEKHG6/ARHGAP28/RASAL3/CCL2/NCKAP1L/FOXJ1/GPR65/FGD2/RGS18/RASGRP3/ARHGAP25/F2RL1/RASGRP1/TBC1D10C/EPHB3/IQGAP3/ARHGAP30/CCL4/CCL15/CCL4L1/CCL3L1/CCL3L3/CCL14,138
GO:0007519,GO:0007519,skeletal muscle tissue development,61/812,4.20E-10,2.17E-08,1.49E-08,CYP26B1/CFLAR/SOX8/PAX7/MYOM2/GPC1/HDAC4/PITX1/TLL2/ASB2/KLF5/MYH14/MEOX2/PHOX2B/MYF6/BVES/BCL9/MEF2D/TCF21/TWIST1/EGR2/HIVEP3/HOXD9/HOXD10/MYOD1/DMRTA2/ACTA1/MYH15/MEGF10/GTF3C5/NOTCH1/VAX1/WNT3A/EPHB1/SKI/EOMES/HEYL/SHH/SOX17/ANKRD2/SHOX2/VAMP5/VGLL2/FOS/BCL2/NR1D2/SOX11/MSC/FOXL2/TBX1/P2RX2/DNER/PAX5/RYR1/NF1/DLL1/MIR1-1/ACTN3/XK/SIX4/KEL,61
GO:0001654,GO:0001654,eye development,111/812,4.27E-10,2.19E-08,1.51E-08,WNT16/SOX8/PAX6/TFAP2B/MYOM2/LAMC3/PRDM1/FGF10/PAX2/FAT1/KDM2B/VSX1/LAMA1/FGF9/CALB1/PPP1R13L/SLC17A7/GLI3/LHX2/GATA3/PITX3/TCIRG1/TULP1/NR2E1/GRM6/GNAT1/EFEMP1/WNT6/CRYGD/OLFM3/TBX2/TWIST1/NEUROD4/BMP4/SOX9/BFSP1/BCL11B/ALDH1A2/COL5A1/RAB11FIP4/ATP8A2/RAX/MTNR1B/PDGFRA/SKIL/TFAP2A/FOXF2/MYO7A/STRA6/CYP1B1/SIX3/FBN2/KERA/NTRK3/ADAMTS18/EPHA2/DLX1/MYH15/SDK1/EGFR/VAX1/CACNA1C/POU4F2/BMP6/THY1/EPHB1/MEGF11/SKI/GRHL3/CPAMD8/LRP5/NEUROD1/PITX2/HCN1/SHH/OSR2/RET/FBN1/SMAD3/PTF1A/ZEB2/DSCAM/BCL2/PTPRM/SH3PXD2B/FOXC2/IRX5/SOX11/FJX1/TSKU/SOX1/FOXL2/SIX6/WT1/RXRA/FSCN2/MITF/COL4A1/NF1/DLL1/SMOC1/TRAF3IP1/BMPR2/LHX1/USH1C/GRHL2/SLC7A11/AQP5/IHH/SLITRK6/WNT7B,111
GO:0050768,GO:0050768,negative regulation of neurogenesis,95/812,4.52E-10,2.29E-08,1.57E-08,CD38/SOX8/PAX6/ISL1/FSTL4/NGEF/MAP4K4/CRMP1/SEMA3C/MAP2/TP73/MT3/DLL3/STX1B/STMN2/PTPRS/HOXA2/GLI3/LHX2/PITX3/PHOX2B/NR2E1/DPYSL3/DGUOK/TLX2/EPHA4/TNR/ARHGEF2/LRP1/EFNB2/SOX9/IL1B/NKX2-2/LDLR/RAP1GAP2/EDNRB/SORL1/SIX3/LBX1/ASCL1/HMG20A/NTRK3/ADCYAP1/DLX1/CNTN4/PTPRG/SLIT2/NOTCH1/VAX1/TBX6/POU4F2/SPOCK1/FEZF2/THY1/WNT3A/NRG1/SKI/ISL2/LMX1A/NKX6-1/RYK/TERT/TLX3/SHH/ID4/DAB1/SOX11/IRX3/GAK/IDH2/RGMA/ASCL2/SEMA4B/CIB1/PBX1/NRG3/DCC/SEMA4D/SEMA4A/NF1/DNM3/ZNF536/DLL1/INPP5F/OLIG2/SEMA4G/MAG/BCL11A/ID1/KLK8/APOE/SOX3/PTPRO/EFNA1/TNF,95
GO:0050770,GO:0050770,regulation of axonogenesis,67/812,4.54E-10,2.29E-08,1.57E-08,PLXND1/FSTL4/SEMA3C/PLXNA2/MAP2/MT3/NRCAM/DPYSL2/PTPRS/UST/PLXNA1/EPHA4/TNR/LRP1/MACF1/MAP1B/ZSWIM4/NGF/PLXNC1/TBR1/SKIL/NTRK3/BARHL2/SLIT2/PAK1/POU4F2/FEZF2/THY1/WNT3A/CHODL/TIAM1/NKX6-1/RYK/RET/ISLR2/SHOX2/ZEB2/ROBO1/CDH2/DSCAM/DAB1/BRSK2/BDNF/GRIN1/SLITRK1/CDH4/EFNA5/SEMA4B/MAPT/DCC/SEMA4D/SEMA4A/SIPA1L1/KIF13B/BMPR2/PLXNA4/CYFIP1/NEFL/XK/SEMA4G/MAG/APOE/CRABP2/PTPRO/EFNA1/EPHB3/KEL,67
GO:0035249,GO:0035249,"synaptic transmission, glutamatergic",42/812,5.36E-10,2.66E-08,1.84E-08,SYT1/SLC17A6/SLC17A7/NAPA/CACNG7/P2RX1/GRM6/TNR/CNR1/GRIA2/TSHZ3/GRM4/UNC13A/ADCYAP1/CACNG8/CNIH3/EGFR/DRD2/CDH8/GRM1/DGKI/SHANK1/SHANK2/UCN/GRIK3/GRIK2/GRM5/CDH2/CNIH2/GRIN1/NRXN1/PLA2G6/NPY2R/GRM7/NF1/NTRK1/CACNG3/PTGS2/CCL2/KMO/CCR2/TNF,42
GO:0030323,GO:0030323,respiratory tube development,65/812,5.41E-10,2.66E-08,1.84E-08,FLT4/FGFR2/FGF10/SREBF1/GLI2/CELSR1/FGFR1/PGR/ADAMTS2/TBX5/LAMA1/FGF9/MAPK3/SMPD3/CRISPLD2/FOXF1/HOXA5/AGR2/GLI3/LHX3/FGF8/FGF1/TCF21/TBX4/BMP4/SOX9/ALDH1A2/PDGFRA/SPRY2/TNS3/NKX2-8/NKX2-1/STRA6/ASCL1/CCDC40/EGFR/CRH/RSPO2/NOTCH1/SIM2/PDPN/PKDCC/SPRY1/SHH/LTBP3/ZFPM2/SOX11/CCBE1/EIF4EBP1/STK40/ADAMTSL2/BMPR2/ITGA3/GRHL2/ESRP2/SPDEF/ID1/LIF/FOXA1/FOXJ1/CHI3L1/ABCA12/SLC7A11/WNT7B/TNF,65
GO:0051384,GO:0051384,response to glucocorticoid,57/812,5.42E-10,2.66E-08,1.84E-08,CFLAR/ISL1/ABCC2/PTPRU/GSTP1/DNMT3B/ALDH3A1/IGFBP2/SDC1/CPN1/DUSP1/GHSR/FLT3/GPR83/CDKN1A/FOSB/MYOD1/CDO1/EPO/SSTR4/IL1RN/NTRK3/ADCYAP1/SLIT2/EGFR/STAR/CRH/HNMT/FOXO1/BMP6/ALPL/UCN/GJB2/AVPR1A/ABCA3/FAM107A/PTAFR/FOS/TRH/BCL2/NPAS4/FIBIN/SSTR2/SLIT3/SMYD3/EIF4EBP1/BGLAP/NEFL/PTGS2/AREG/PCK1/PDX1/FOSL1/WNT7B/AIF1/TNF/UGT1A1,57
GO:0050905,GO:0050905,neuromuscular process,46/812,6.16E-10,3.00E-08,2.07E-08,CTNNA2/KCNAB2/POU4F3/JPH4/GRIN2D/COMP/HOXA1/DVL1/KCNA1/FGF12/TNR/TCF15/SLURP1/HOXD10/ATP8A2/MYO7A/STRA6/SLC6A3/GLRA1/DRD2/POU4F2/POU4F1/JPH3/UCHL1/ABR/GRIN2C/SHANK1/UCN/PRRT2/CAMTA1/ADCY5/IGDCC3/GRIN1/NRXN1/HOXC10/PENK/GPR88/NEUROG1/CSMD1/BACE1/HMX3/GRIN3A/NEFL/USH1C/SLITRK6/TIFAB,46
GO:0007416,GO:0007416,synapse assembly,65/812,7.11E-10,3.44E-08,2.37E-08,PLXND1/ADD2/PCDHB4/NRCAM/CBLN1/PTPRS/DVL1/NRXN2/CUX2/MDGA1/PCDHB3/EIF4G1/PCDH17/GHSR/SLITRK3/EFNB2/MAP1B/NTRK3/LRTM1/SNCA/GABRB2/SDK1/DRD2/KIRREL3/CNTN5/POU4F1/FARP1/WNT3A/EPHB1/LHFPL4/NRG1/CLSTN2/SHANK1/SHANK2/RYK/SLITRK5/LRFN5/GABRB3/CDH2/CEL/DSCAM/CLSTN1/NPAS4/BDNF/GRIN1/SLITRK1/NRXN1/EFNA5/FLRT2/THBS2/SLIT1/MAGI2/SEMA4D/DNER/AGRN/IL1RAP/SEMA4A/DNM3/NTRK1/LRRC24/SIX4/RAB17/ADGRF1/EPHB3/SLITRK6,65
